node_id	pr_value
663930	0.00016883887320023327
482708	9.244227223913425e-05
1034017	5.4930941228070396e-05
663559	4.8337926966713297e-05
357530	4.561966506480215e-05
1120567	4.489717657756982e-05
663605	4.3301269718576545e-05
663682	3.733680883578019e-05
664788	3.4437318869548525e-05
1108860	3.4393502712470814e-05
